,id,capnum,datacaptura,idecadastro,numlegislatura,nomeparlamentar,sexo,profissao,legendapartidoeleito,ufeleito,condicao,situacaomandato,matricula,gabinete,anexo,fone
1232,1412,2,2015-11-02 13:14:39,73483,53,LUIS CARLOS HEINZE,M,Engenheiro Agrônomo e Produtor Rural,PP,RS,Titular,Em Exercício,500,0,0,
1233,1606,2,2015-11-02 13:14:39,74158,54,MÁRIO HERINGER,M,MEDICO,PDT,MG,Suplente,Suplência,629,0,0,
1234,1800,2,2015-11-02 13:14:39,73463,53,OSMAR SERRAGLIO,M,Advogado,PMDB,PR,Titular,Em Exercício,463,0,0,
1235,482,2,2015-11-02 13:14:39,141408,55,CLEBER VERDE,M,"Vendedor Autônomo, Professor, Servidor Público, Político e Bacharel em Direito",PRB,MA,Titular,Em Exercício,70,710,4,3215-5710
1236,638,2,2015-11-02 13:14:39,160578,55,EDMAR ARRUDA,M,Economista,PSC,PR,Titular,Em Exercício,446,962,4,3215-5962
1237,1938,2,2015-11-02 13:14:39,141445,53,PEPE VARGAS,M,Médico,PT,RS,Titular,Em Exercício,503,0,0,
1238,898,2,2015-11-02 13:14:39,74270,52,GILBERTO NASCIMENTO,M,Advogado e Delegado de Polícia,PSB,SP,Titular,Em Exercício,354,0,0,
1239,88,2,2015-11-02 13:14:39,169712,54,ALEXANDRE TOLEDO,M,,PSDB,AL,Efetivado,Em Exercício,596,0,0,
1240,2015,2,2015-11-02 13:14:39,74257,53,RENATO COZZOLINO,M,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,PDT,RJ,Suplente,Em Exercício,632,0,0,
1241,105,2,2015-11-02 13:14:39,74167,52,ALMIR MOURA,M,Ministro Evangélico e Radialista,PL,RJ,Titular,Em Exercício,283,0,0,
1242,341,2,2015-11-02 13:14:39,141393,54,BRUNO RODRIGUES,M,Empresário,PSDB,PE,Suplente,Em Exercício,672,0,0,
1243,1428,2,2015-11-02 13:14:39,141485,55,LUIZ CARLOS BUSATO,M,"ARQUITETO, CORRETOR DE IMÓVEIS",PTB,RS,Titular,Em Exercício,488,570,3,3215-5570
1244,1992,2,2015-11-02 13:14:39,73574,52,REGINALDO GERMANO,M,Radialista e Sacerdote ou membro de ordem ou seita religiosa,DEM,BA,Titular,Em Exercício,211,0,0,
1245,1874,2,2015-11-02 13:14:39,73555,52,PAULO LIMA,M,"Engenheiro Civil, Empresário, Pecuarista e Educador",PMDB,SP,Titular,Em Exercício,383,0,0,
1246,408,2,2015-11-02 13:14:39,131873,53,CARLOS WILSON,M,"FUNCIONÁRIO PÚBLICO FEDERAL, ADMINISTRADOR PÚBLICO",PT,PE,Titular,Vacância,153,0,0,
1247,630,2,2015-11-02 13:14:39,141417,53,EDIO LOPES,M,Servidor Público,PMDB,RR,Titular,Em Exercício,2,0,0,
1248,1690,2,2015-11-02 13:14:39,74034,52,MORAES SOUZA,M,INDUSTRIAL,PMDB,PI,Titular,Em Exercício,115,0,0,
1249,25,2,2015-11-02 13:14:39,141372,54,AELTON FREITAS,M,"PRODUTOR RURAL, EMPRESÁRIO, ENGENHEIRO AGRÔNOMO",PR,MG,Titular,Em Exercício,224,0,0,
1250,2177,2,2015-11-02 13:14:39,160621,55,SANDRO ALEX,M,Advogado,PPS,PR,Titular,Em Exercício,465,221,4,3215-5221
1251,2083,2,2015-11-02 13:14:39,152865,54,RODRIGO BETHLEM,M,,PMDB,RJ,Titular,Em Exercício,318,0,0,
1252,2049,2,2015-11-02 13:14:39,74777,53,RITA CAMATA,F,JORNALISTA,PMDB,ES,Titular,Em Exercício,279,0,0,
1253,874,2,2015-11-02 13:14:39,155920,53,GERALDINHO,M,,PSOL,RS,Suplente,Suplência,596,0,0,
1254,915,2,2015-11-02 13:14:39,178872,55,GIVALDO VIEIRA,M,Advogado(a),PT,ES,Titular,Em Exercício,276,805,4,3215-5805
1255,68,2,2015-11-02 13:14:39,150635,53,ALESSANDRO SABINO,M,,PMDB,AP,Suplente,Suplência,558,0,0,
1256,2124,2,2015-11-02 13:14:39,73421,52,RONALDO CEZAR COELHO,M,Empresário e advogado,PSDB,RJ,Titular,Em Exercício,324,0,0,
1257,534,2,2015-11-02 13:14:39,73891,55,DARCÍSIO PERONDI,M,Médico,PMDB,RS,Titular,Em Exercício,491,518,4,3215-5518
1258,2037,2,2015-11-02 13:14:39,160655,54,RICARDO IZAR,M,"Economista, Empresário",PV,SP,Titular,Em Exercício,383,0,0,
1259,816,2,2015-11-02 13:14:39,160676,54,FERNANDO TORRES,M,Empresário,DEM,BA,Titular,Em Exercício,196,0,0,
1260,828,2,2015-11-02 13:14:39,178978,55,FLAVINHO,M,"Apresentador de Televisão,Cantor,Compositor,Empresário,Escritor,Locutor",PSB,SP,Titular,Em Exercício,357,379,3,3215-5379
1261,1171,2,2015-11-02 13:14:39,73535,53,JORGE TADEU MUDALEN,M,Engenheiro Civil,PFL,SP,Titular,Em Exercício,363,0,0,
1262,2448,2,2015-11-02 13:14:39,178889,55,ZÉ CARLOS,M,Engenheiro Civil,PT,MA,Titular,Em Exercício,86,748,4,3215-5748
1263,440,2,2015-11-02 13:14:39,157225,53,CHARLES COZZOLINO,M,,PAN,RJ,Suplente,Suplência,602,0,0,
1264,1912,2,2015-11-02 13:14:39,74812,55,PEDRO CHAVES,M,Engenheiro Civil,PMDB,GO,Titular,Em Exercício,428,406,4,3215-5406
1265,510,2,2015-11-02 13:14:39,141502,54,DALVA FIGUEIREDO,F,Servidora Pública Federal,PT,AP,Titular,Em Exercício,9,0,0,
1266,1307,2,2015-11-02 13:14:39,74570,52,JUTAHY JUNIOR,M,Advogado,PSDB,BA,Titular,Em Exercício,206,0,0,
1267,1601,2,2015-11-02 13:14:39,74747,53,MÁRIO DE OLIVEIRA,M,MINISTRO EVANGÉLICO,PSC,MG,Titular,Em Exercício,260,0,0,
1268,1801,2,2015-11-02 13:14:39,73463,54,OSMAR SERRAGLIO,M,Advogado,PMDB,PR,Titular,Em Exercício,463,0,0,
1269,188,2,2015-11-02 13:14:39,73584,55,ANTONIO CARLOS MENDES THAME,M,Professor Universitário.,PSDB,SP,Suplente,Em Exercício,519,915,4,3215-5915
1270,1122,2,2015-11-02 13:14:39,74120,54,JOÃO MAGALHÃES,M,Pecuarista e Cafeicultor,PMDB,MG,Titular,Em Exercício,239,0,0,
1271,1342,2,2015-11-02 13:14:39,74455,52,LÉO ALCÂNTARA,M,Empresário e advogado,PSDB,CE,Titular,Em Exercício,98,0,0,
1272,2048,2,2015-11-02 13:14:39,73490,53,RICARTE DE FREITAS,M,ADVOGADO,PTB,MT,Suplente,Suplência,606,0,0,
1273,751,2,2015-11-02 13:14:39,141428,53,FÁBIO FARIA,M,Administrador de Empresas,PMN,RN,Titular,Em Exercício,119,0,0,
1274,2076,2,2015-11-02 13:14:39,141473,54,ROBERTO SANTIAGO,M,"COMERCIÁRIO, SINDICALISTA, JUIZ, PRESIDENTE DA FUNDACENTRO, SUPERINTENDENTE DO INSS/SP",PV,SP,Titular,Em Exercício,386,0,0,
1275,2236,2,2015-11-02 13:14:39,4930,53,SILVIO COSTA,M,,PMN,PE,Efetivado,Em Exercício,528,0,0,
1276,1490,2,2015-11-02 13:14:39,74456,53,MANOEL SALVIANO,M,Médico e Industrial,PSDB,CE,Titular,Em Exercício,104,0,0,
1277,1909,2,2015-11-02 13:14:39,74812,52,PEDRO CHAVES,M,Engenheiro Civil,PMDB,GO,Titular,Em Exercício,428,0,0,
1278,780,2,2015-11-02 13:14:39,74542,53,FÉLIX MENDONÇA,M,Engenheiro Civil e Construtor,PFL,BA,Titular,Em Exercício,191,0,0,
1279,1905,2,2015-11-02 13:14:39,141488,54,PAULO TEIXEIRA,M,Advogado,PT,SP,Titular,Em Exercício,376,0,0,
1280,1299,2,2015-11-02 13:14:39,159058,53,JUNIOR MARZOLA,M,Empresário Rural,PFL,TO,Efetivado,Em Exercício,607,0,0,
1281,659,2,2015-11-02 13:14:39,74655,52,EDUARDO BARBOSA,M,Médico,PSDB,MG,Titular,Em Exercício,230,0,0,
1282,1715,2,2015-11-02 13:14:39,74038,53,NÉLIO DIAS,M,PECUARISTA,PP,RN,Titular,Vacância,122,0,0,
1283,2025,2,2015-11-02 13:14:39,74027,54,RIBAMAR ALVES,M,MEDICO,PSB,MA,Titular,Vacância,74,0,0,
1284,483,2,2015-11-02 13:14:39,74527,52,CLEONÂNCIO FONSECA,M,Agropecuarista e Citricultor,PPB,SE,Titular,Em Exercício,176,0,0,
1285,2376,2,2015-11-02 13:14:39,92355,54,VITOR PAULO,M,"Jornalista, Radialista",PRB,RJ,Titular,Em Exercício,324,0,0,
1286,503,2,2015-11-02 13:14:39,114586,54,CRISTIANO,M,Técnico em Contabilidade,PTdoB,RJ,Suplente,Vacância,292,0,0,
1287,572,2,2015-11-02 13:14:39,141415,53,DJALMA BERGER,M,Engenheiro e Administrador,PSDB,SC,Titular,Vacância,477,0,0,
1288,2034,2,2015-11-02 13:14:39,74557,52,RICARDO FIUZA,M,Advogado e Pecuarista,PPB,PE,Titular,Vacância,163,0,0,
1289,1699,2,2015-11-02 13:14:39,74318,52,MUSSA DEMES,M,Advogado e Técnico em Contabilidade,DEM,PI,Titular,Em Exercício,117,0,0,
1290,2421,2,2015-11-02 13:14:39,74043,53,WELLINGTON ROBERTO,M,Não informada,PL,PB,Titular,Em Exercício,136,0,0,
1291,422,2,2015-11-02 13:14:39,141405,54,CELSO MALDANER,M,"ECONOMISTA, EMPRESÁRIO",PMDB,SC,Titular,Em Exercício,472,0,0,
1292,1542,2,2015-11-02 13:14:39,74744,53,MÁRCIO REINALDO MOREIRA,M,Economista e Analista de Orçamentos,PP,MG,Titular,Em Exercício,247,0,0,
1293,2452,2,2015-11-02 13:14:39,73931,54,ZÉ GERALDO,M,Agricultor,PT,PA,Titular,Em Exercício,25,0,0,
1294,2455,2,2015-11-02 13:14:39,74309,53,ZÉ GERARDO,M,EMPRESARIO,PMDB,CE,Titular,Em Exercício,108,0,0,
1295,1494,2,2015-11-02 13:14:39,141492,54,MANUELA D'ÁVILA,F,JORNALISTA,PCdoB,RS,Titular,Em Exercício,494,0,0,
1296,2429,2,2015-11-02 13:14:39,141563,55,WILLIAM WOO,M,"POLICIAL CIVIL, ENGENHEIRO MECÂNICO, BACHAREL EM DIREITO",PV,SP,Suplente,Em Exercício,533,235,4,3215-5235
1297,466,2,2015-11-02 13:14:39,74313,52,CIRO NOGUEIRA,M,Advogado e Empresário,DEM,PI,Titular,Em Exercício,112,0,0,
1298,2411,2,2015-11-02 13:14:39,74490,53,WASHINGTON LUIZ,M,"Funcionário Público, Historiador.",PT,MA,Suplente,Suplência,593,0,0,
1299,712,2,2015-11-02 13:14:39,153384,53,EMILIA FERNANDES,F,Professora,PT,RS,Efetivado,Em Exercício,583,0,0,
1300,774,2,2015-11-02 13:14:39,141430,55,FELIPE BORNIER,M,EMPRESÁRIO,PSD,RJ,Titular,Em Exercício,301,216,4,3215-5216
1301,900,2,2015-11-02 13:14:39,74581,52,GILMAR MACHADO,M,Professor de História,PT,MG,Titular,Em Exercício,234,0,0,
1302,710,2,2015-11-02 13:14:39,74119,53,EMANUEL FERNANDES,M,Engenheiro Aeronáutico,PSDB,SP,Titular,Licenciado,352,0,0,
1303,1763,2,2015-11-02 13:14:39,74365,53,NILSON MOURÃO,M,Professor Universitário,PT,AC,Titular,Em Exercício,57,0,0,
1304,544,2,2015-11-02 13:14:39,178908,55,DELEGADO ÉDER MAURO,M,,PSD,PA,Titular,Em Exercício,22,586,3,32155586
1305,777,2,2015-11-02 13:14:39,141429,54,FELIPE MAIA,M,Advogado,DEM,RN,Titular,Em Exercício,120,0,0,
1306,888,2,2015-11-02 13:14:39,74076,53,GERSON PERES,M,"Educador, Advogado e Jornalista",PP,PA,Titular,Em Exercício,26,0,0,
1307,1929,2,2015-11-02 13:14:39,122158,54,PEDRO PAULO,M,Economista,PMDB,RJ,Titular,Em Exercício,314,0,0,
1308,768,2,2015-11-02 13:14:39,74037,54,FÁTIMA BEZERRA,F,Pedagoga.,PT,RN,Titular,Em Exercício,121,0,0,
1309,1398,2,2015-11-02 13:14:39,73982,54,LUCIANO CASTRO,M,Administrador e Economista,PR,RR,Titular,Em Exercício,4,0,0,
1310,1713,2,2015-11-02 13:14:39,74225,52,NEIVA MOREIRA,M,Jornalista,PDT,MA,Titular,Em Exercício,77,0,0,
1311,1942,2,2015-11-02 13:14:39,73943,53,PERPÉTUA ALMEIDA,F,Professora e Bancária,PCdoB,AC,Titular,Em Exercício,56,0,0,
1312,2328,2,2015-11-02 13:14:39,74376,55,VANDER LOUBET,M,Bancário e Funcionário Público.,PT,MS,Titular,Em Exercício,438,838,4,3215-5838
1313,1015,2,2015-11-02 13:14:39,73461,52,IRIS SIMÕES,M,Locutor e Comentarista de Rádio e Televisão e Radialista,PTB,PR,Titular,Em Exercício,455,0,0,
1314,2136,2,2015-11-02 13:14:39,160594,54,RONALDO ZULKE,M,Professor,PT,RS,Titular,Em Exercício,515,0,0,
1315,1572,2,2015-11-02 13:14:39,159238,55,MARCUS PESTANA,M,"Economista, Professor Universitário",PSDB,MG,Titular,Em Exercício,254,715,4,3215-5715
1316,1222,2,2015-11-02 13:14:39,74297,54,JOSÉ LINHARES,M,"Padre, Filósofo, Psicólogo, Professor, Pedagogo e Administrador",PP,CE,Titular,Em Exercício,96,0,0,
1317,69,2,2015-11-02 13:14:39,73458,52,ALEX CANZIANI,M,Registrador de Imóveis,PSDB,PR,Titular,Em Exercício,445,0,0,
1318,764,2,2015-11-02 13:14:39,74062,54,FÁBIO SOUTO,M,Economista,DEM,BA,Titular,Em Exercício,190,0,0,
1319,863,2,2015-11-02 13:14:39,74200,54,GASTÃO VIEIRA,M,Advogado,PMDB,MA,Titular,Em Exercício,75,0,0,
1320,11,2,2015-11-02 13:14:39,178914,55,ADALBERTO CAVALCANTI,M,Administrador de Empresas,PTB,PE,Titular,Em Exercício,138,402,4,3215-5402
1321,1191,2,2015-11-02 13:14:39,74140,54,JOSÉ CARLOS ARAÚJO,M,Administrador.,PDT,BA,Titular,Em Exercício,197,0,0,
1322,952,2,2015-11-02 13:14:39,73940,53,HENRIQUE AFONSO,M,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,PT,AC,Titular,Em Exercício,52,0,0,
1323,2361,2,2015-11-02 13:14:39,74391,52,VIGNATTI,M,SERVIDOR PUBLICO MUNICIPAL,PT,SC,Titular,Em Exercício,484,0,0,
1324,1919,2,2015-11-02 13:14:39,74449,54,PEDRO FERNANDES,M,Engenheiro Civil e Bancário,PTB,MA,Titular,Em Exercício,80,0,0,
1325,1243,2,2015-11-02 13:14:39,74079,52,JOSÉ PRIANTE,M,Advogado,PMDB,PA,Titular,Em Exercício,27,0,0,
1326,359,2,2015-11-02 13:14:39,160584,54,CARLINHOS ALMEIDA,M,Professor,PT,SP,Titular,Vacância,341,0,0,
1327,539,2,2015-11-02 13:14:39,141412,54,DAVI ALVES SILVA JÚNIOR,M,,PR,MA,Efetivado,Em Exercício,528,0,0,
1328,1334,2,2015-11-02 13:14:39,178832,55,LEANDRE,F,Engenheira Civil,PV,PR,Titular,Em Exercício,453,454,4,3215-5454
1329,1511,2,2015-11-02 13:14:39,74460,53,MARCELO CASTRO,M,Médico - Mestrado em Psiquiatria,PMDB,PI,Titular,Em Exercício,110,0,0,
1330,1053,2,2015-11-02 13:14:39,73926,52,JANETE CAPIBERIBE,F,,PSB,AP,Titular,Vacância,16,0,0,
1331,1580,2,2015-11-02 13:14:39,74398,52,MARIA DO ROSÁRIO,F,Professora,PT,RS,Titular,Em Exercício,508,0,0,
1332,468,2,2015-11-02 13:14:39,141407,53,CIRO PEDROSA,M,"ENGENHEIRO CIVIL, EMPRESÁRIO",PV,MG,Titular,Em Exercício,235,0,0,
1333,2115,2,2015-11-02 13:14:39,74306,52,ROMMEL FEIJÓ,M,Médico e Administrador Hospitalar,PSDB,CE,Titular,Vacância,105,0,0,
1334,2227,2,2015-11-02 13:14:39,74765,53,SILAS BRASILEIRO,M,Empresário e Produtor Rural,PMDB,MG,Efetivado,Em Exercício,590,0,0,
1335,958,2,2015-11-02 13:14:39,73482,53,HENRIQUE FONTANA,M,Médico e Administrador de Empresas,PT,RS,Titular,Em Exercício,498,0,0,
1336,1946,2,2015-11-02 13:14:39,179384,54,PINTO DE LUNA,M,,PT,AL,Efetivado,Em Exercício,662,0,0,
1337,2327,2,2015-11-02 13:14:39,74376,54,VANDER LOUBET,M,Bancário e Funcionário Público.,PT,MS,Titular,Em Exercício,438,0,0,
1338,1399,2,2015-11-02 13:14:39,178931,55,LUCIANO DUCCI,M,Médico(a),PSB,PR,Titular,Em Exercício,457,427,4,3215-5427
1339,566,2,2015-11-02 13:14:39,73768,55,DILCEU SPERAFICO,M,"Industrial, Bacharel em Direito, Filósofo e Agropecuarista",PP,PR,Titular,Em Exercício,444,746,4,3215-5746
1340,624,2,2015-11-02 13:14:39,73793,52,EDINHO BEZ,M,Contador e Bancário,PMDB,SC,Titular,Em Exercício,470,0,0,
1341,2162,2,2015-11-02 13:14:39,160630,55,SÁGUAS MORAES,M,Médico,PT,MT,Titular,Em Exercício,409,371,3,3215-5371
1342,2298,2,2015-11-02 13:14:39,178934,55,TONINHO WANDSCHEER,M,Engenheiro Civil,PT,PR,Titular,Em Exercício,470,902,4,3215-5902
1343,1176,2,2015-11-02 13:14:39,160509,54,JORGINHO MELLO,M,"Advogado, Bancário",PSDB,SC,Titular,Em Exercício,476,0,0,
1344,174,2,2015-11-02 13:14:39,141383,55,ANTONIO BULHÕES,M,"Apresentador de Televisão, Administrador, Teólogo e Bispo Evangélico",PRB,SP,Titular,Em Exercício,333,327,4,3215-5327
1345,902,2,2015-11-02 13:14:39,74581,54,GILMAR MACHADO,M,Professor de História,PT,MG,Titular,Vacância,234,0,0,
1346,1834,2,2015-11-02 13:14:39,73921,53,PASTOR FRANKEMBERGEN,M,Ministro Evangélico,PTB,RR,Efetivado,Em Exercício,615,0,0,
1347,548,2,2015-11-02 13:14:39,164359,55,DELEGADO WALDIR,M,,PSDB,GO,Titular,Em Exercício,421,645,4,3215-5645
1348,1387,2,2015-11-02 13:14:39,141504,53,LUCENIRA PIMENTEL,F,Técnica em Secretariado,PPS,AP,Titular,Em Exercício,15,0,0,
1349,567,2,2015-11-02 13:14:39,160599,54,DIMAS FABIANO,M,,PP,MG,Titular,Em Exercício,231,0,0,
1350,2207,2,2015-11-02 13:14:39,74435,54,SERGIO GUERRA,M,"Economista, Pecuarista, Professor",PSDB,PE,Titular,Vacância,159,0,0,
1351,2031,2,2015-11-02 13:14:39,74793,52,RICARDO BERZOINI,M,Bancário,PT,SP,Titular,Em Exercício,390,0,0,
1352,33,2,2015-11-02 13:14:39,136811,54,AFONSO HAMM,M,Engenheiro Agrônomo,PP,RS,Titular,Em Exercício,487,0,0,
1353,392,2,2015-11-02 13:14:39,74651,55,CARLOS MELLES,M,Engenheiro Agrônomo e Empresário,DEM,MG,Titular,Em Exercício,226,243,4,3215-5243
1354,443,2,2015-11-02 13:14:39,74181,52,CHICÃO BRÍGIDO,M,,PMDB,AC,Efetivado,Em Exercício,594,0,0,
1355,1589,2,2015-11-02 13:14:39,74587,53,MARIA LÚCIA CARDOSO,F,Diretora de Empresas,PMDB,MG,Titular,Em Exercício,259,0,0,
1356,1696,2,2015-11-02 13:14:39,178997,55,MOSES RODRIGUES,M,"Administrador,Professor de Geografia,Professor de História",PPS,CE,Titular,Em Exercício,106,809,4,3215-5809
1357,1805,2,2015-11-02 13:14:39,73692,54,OSMAR TERRA,M,Médico,PMDB,RS,Titular,Em Exercício,497,0,0,
1358,463,2,2015-11-02 13:14:39,160580,54,CIDA BORGHETTI,F,Empresária,PP,PR,Titular,Vacância,442,0,0,
1359,1447,2,2015-11-02 13:14:39,141487,53,LUIZ FERNANDO FARIA,M,"ENGENHEIRO MECÂNICO, AGROPECUARISTA, EMPRESÁRIO - ADMINISTRAÇÃO",PP,MG,Titular,Em Exercício,256,0,0,
1360,757,2,2015-11-02 13:14:39,141427,54,FÁBIO RAMALHO,M,Empresário,PV,MG,Titular,Em Exercício,238,0,0,
1361,812,2,2015-11-02 13:14:39,73481,55,FERNANDO MARRONI,M,,PT,RS,Suplente,Em Exercício,534,858,4,3215-5858
1362,781,2,2015-11-02 13:14:39,160666,54,FÉLIX MENDONÇA JÚNIOR,M,,PDT,BA,Titular,Em Exercício,195,0,0,
1363,617,2,2015-11-02 13:14:39,177118,54,DUDU LUIZ EDUARDO,M,,PSDC,RJ,Suplente,Suplência,650,0,0,
1364,2454,2,2015-11-02 13:14:39,74309,52,ZÉ GERARDO,M,EMPRESARIO,PMDB,CE,Titular,Em Exercício,108,0,0,
1365,1106,2,2015-11-02 13:14:39,73682,54,JOÃO DADO,M,AGENTE FISCAL DE RENDAS,PDT,SP,Titular,Licenciado,362,0,0,
1366,1425,2,2015-11-02 13:14:39,160645,54,LUIZ CARLOS,M,Advogado,PSDB,AP,Titular,Em Exercício,14,0,0,
1367,2354,2,2015-11-02 13:14:39,141554,53,VICENTINHO ALVES,M,"Agropecuarista, Empresário e Piloto Comercial Multimotores e IFR",PSDB,TO,Titular,Em Exercício,67,0,0,
1368,1362,2,2015-11-02 13:14:39,74368,52,LEONARDO VILELA,M,MEDICO,PPB,GO,Titular,Em Exercício,421,0,0,
1369,2096,2,2015-11-02 13:14:39,141533,53,RODRIGO ROLLEMBERG,M,FUNCIONÁRIO PÚBLICO,PSB,DF,Titular,Em Exercício,416,0,0,
1370,2245,2,2015-11-02 13:14:39,73424,53,SIMÃO SESSIM,M,Professor e Advogado,PP,RJ,Titular,Em Exercício,327,0,0,
1371,314,2,2015-11-02 13:14:39,73437,54,BETO MANSUR,M,"Radialista, Empresário e Engenheiro Eletrônico",PP,SP,Titular,Em Exercício,340,0,0,
1372,1142,2,2015-11-02 13:14:39,160571,55,JOÃO RODRIGUES,M,"Empresário, Radialista",PSD,SC,Titular,Em Exercício,473,503,4,3215-5503
1373,926,2,2015-11-02 13:14:39,74419,55,GONZAGA PATRIOTA,M,"Advogado, Contador , Administrador de Empresas e Jornalista.",PSB,PE,Titular,Em Exercício,143,430,4,3215-5430
1374,2292,2,2015-11-02 13:14:39,178862,55,TIA ERON,F,,PRB,BA,Titular,Em Exercício,217,618,4,3215-5618
1375,2080,2,2015-11-02 13:14:39,178840,55,ROCHA,M,"Bacharel  em Direito,Jornalista,Oficial da Polícia Militar",PSDB,AC,Titular,Em Exercício,59,607,4,3215-5607
1376,281,2,2015-11-02 13:14:39,69871,55,BACELAR,M,Administrador,PTN,BA,Titular,Em Exercício,184,381,3,3215-5381
1377,1734,2,2015-11-02 13:14:39,74571,54,NELSON PELLEGRINO,M,Advogado,PT,BA,Titular,Em Exercício,209,0,0,
1378,274,2,2015-11-02 13:14:39,73889,52,AUGUSTO NARDES,M,Administrador de Empresas,PPB,RS,Titular,Vacância,489,0,0,
1379,758,2,2015-11-02 13:14:39,141427,55,FÁBIO RAMALHO,M,Empresário,PV,MG,Titular,Em Exercício,238,284,3,3215-5284
1380,1570,2,2015-11-02 13:14:39,178943,55,MARCOS SOARES,M,Advogado(a),PR,RJ,Titular,Em Exercício,321,741,4,3215-5741
1381,855,2,2015-11-02 13:14:39,137578,52,FRED KOHLER,M,,PPS,RJ,Suplente,Suplência,612,0,0,
1382,1104,2,2015-11-02 13:14:39,73682,52,JOÃO DADO,M,AGENTE FISCAL DE RENDAS,PDT,SP,Suplente,Em Exercício,619,0,0,
1383,2353,2,2015-11-02 13:14:39,74283,55,VICENTINHO,M,Bacharel em Direito e Metalúrgico.,PT,SP,Titular,Em Exercício,396,740,4,3215-5740
1384,29,2,2015-11-02 13:14:39,160508,54,AFONSO FLORENCE,M,"Professor de História, Servidor Público",PT,BA,Titular,Em Exercício,182,0,0,
1385,950,2,2015-11-02 13:14:39,160590,54,HÉLIO SANTOS,M,Agropecuarista,PSDB,MA,Titular,Em Exercício,76,0,0,
1386,1309,2,2015-11-02 13:14:39,74570,54,JUTAHY JUNIOR,M,Advogado,PSDB,BA,Titular,Em Exercício,206,0,0,
1387,702,2,2015-11-02 13:14:39,73892,53,ELISEU PADILHA,M,ADVOGADO,PMDB,RS,Titular,Em Exercício,495,0,0,
1388,1882,2,2015-11-02 13:14:39,132056,55,PAULO MALUF,M,"ENGENHEIRO CIVIL, INDUSTRIAL",PP,SP,Titular,Em Exercício,373,512,4,3215-5512
1389,2260,2,2015-11-02 13:14:39,177282,54,SUBTENENTE GONZAGA,M,,PV,MG,Efetivado,Vacância,651,0,0,
1390,1692,2,2015-11-02 13:14:39,141537,53,MOREIRA MENDES,M,"ADVOGADO, AGROPECUARISTA",PPS,RO,Titular,Em Exercício,49,0,0,
1391,2407,2,2015-11-02 13:14:39,141561,53,WANDENKOLK GONÇALVES,M,ENGENHEIRO AGRÔNOMO,PSDB,PA,Titular,Em Exercício,32,0,0,
1392,2339,2,2015-11-02 13:14:39,74087,52,VIC PIRES FRANCO,M,Jornalista,DEM,PA,Titular,Em Exercício,35,0,0,
1393,2288,2,2015-11-02 13:14:39,74286,53,THELMA DE OLIVEIRA,F,ENFERMEIRA,PSDB,MT,Titular,Em Exercício,405,0,0,
1394,1922,2,2015-11-02 13:14:39,74111,52,PEDRO HENRY,M,Médico,PPB,MT,Titular,Em Exercício,403,0,0,
1395,1867,2,2015-11-02 13:14:39,160517,55,PAULO FOLETTO,M,Médico,PSB,ES,Titular,Em Exercício,280,839,4,3215-5839
1396,2146,2,2015-11-02 13:14:39,179379,54,ROSY DE SOUSA,F,,PV,RN,Efetivado,Em Exercício,654,0,0,
1397,1266,2,2015-11-02 13:14:39,74351,52,JOSUÉ BENGTSON,M,Pastor Evangélico,PTB,PA,Titular,Em Exercício,29,0,0,
1398,1468,2,2015-11-02 13:14:39,74784,55,LUIZA ERUNDINA,F,Assistente Social,PSB,SP,Titular,Em Exercício,371,620,4,3215-5620
1399,644,2,2015-11-02 13:14:39,73827,52,EDMUNDO GALDINO,M,Agropecuarista.,PSDB,TO,Suplente,Suplência,610,0,0,
1400,1386,2,2015-11-02 13:14:39,178879,55,LUCAS VERGILIO,M,"Administrador de Empresas,Corretor de Seguros",SD,GO,Titular,Em Exercício,430,816,4,3215-5816
1401,1462,2,2015-11-02 13:14:39,74688,53,LUIZ SÉRGIO,M,Delineador Naval,PT,RJ,Titular,Licenciado,313,0,0,
1402,1814,2,2015-11-02 13:14:39,74191,53,OSVALDO REIS,M,Empresário,PMDB,TO,Titular,Em Exercício,65,0,0,
1403,2169,2,2015-11-02 13:14:39,74372,52,SANDES JÚNIOR,M, Radialista e Advogado,PPB,GO,Titular,Em Exercício,426,0,0,
1404,1317,2,2015-11-02 13:14:39,74742,52,LAEL VARELLA,M,Empresário,DEM,MG,Titular,Em Exercício,245,0,0,
1405,989,2,2015-11-02 13:14:39,74780,53,IARA BERNARDI,F,Professora,PT,SP,Suplente,Em Exercício,629,0,0,
1406,1729,2,2015-11-02 13:14:39,73781,54,NELSON MEURER,M,Agropecuarista,PP,PR,Titular,Em Exercício,458,0,0,
1407,1315,2,2015-11-02 13:14:39,160659,55,KEIKO OTA,F,"Empresária, Escritor",PSB,SP,Titular,Em Exercício,356,523,4,3215-5523
1408,509,2,2015-11-02 13:14:39,141502,53,DALVA FIGUEIREDO,F,Servidora Pública Federal,PT,AP,Titular,Em Exercício,9,0,0,
1409,2004,2,2015-11-02 13:14:39,73786,53,REINHOLD STEPHANES,M,Economista,PMDB,PR,Titular,Em Exercício,467,0,0,
1410,183,2,2015-11-02 13:14:39,74058,53,ANTONIO CARLOS MAGALHÃES NETO,M,Advogado,PFL,BA,Titular,Em Exercício,181,0,0,
